timestamp_iso,block,trial,marker,is_deviant,soa_s,tone_dur_s,std_partials_hz,dev_partials_hz
2025-09-12T15:41:27.462,1,1,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:27.977,1,2,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:28.484,1,3,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:28.999,1,4,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:29.516,1,5,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:30.033,1,6,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:30.547,1,7,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:31.060,1,8,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:31.577,1,9,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:32.095,1,10,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:37.518,2,1,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:38.033,2,2,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:38.547,2,3,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:39.067,2,4,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:39.578,2,5,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:40.096,2,6,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:40.617,2,7,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:41.132,2,8,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:41.659,2,9,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:41:42.175,2,10,1,0,0.5,0.075,500;1000;1500,550;1100;1650
