timestamp_iso,block,trial,marker,is_deviant,isi_s,tone_dur_s,std_partials_hz,dev_partials_hz
2025-10-03T06:44:00.050,1,1,1,0,0.4686238996659997,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:00.683,1,2,1,0,0.5065821619235807,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:01.300,1,3,1,0,0.4950383191121358,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:01.933,1,4,1,0,0.49685458979212316,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:02.598,1,5,1,0,0.5448115781414744,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:03.182,1,6,1,0,0.45911791409916747,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:03.815,1,7,1,0,0.5090482371436724,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:04.412,1,8,1,0,0.4720888324167179,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:05.014,1,9,1,0,0.4713162823193171,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:05.613,1,10,1,0,0.46883330332539286,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:06.245,1,11,1,0,0.5048833490557478,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:06.845,1,12,1,0,0.4747903342363053,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:07.494,1,13,1,0,0.5258337903418525,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:08.161,1,14,1,0,0.5369387004883903,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:08.742,1,15,2,1,0.4600527866372929,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:09.392,1,16,1,0,0.5263022466039922,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:09.974,1,17,1,0,0.453438833949838,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:10.592,1,18,1,0,0.49082037904399256,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:11.190,1,19,1,0,0.47556721648114975,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:11.856,1,20,2,1,0.5483802801608548,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:12.524,1,21,1,0,0.5339249397920864,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:13.189,1,22,2,1,0.5390791527001788,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:13.856,1,23,1,0,0.5467297979329412,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:14.520,1,24,1,0,0.5339233391671823,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:15.136,1,25,1,0,0.48724455753865903,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:15.770,1,26,1,0,0.5150081225467472,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:16.403,1,27,1,0,0.5030613175004194,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:17.069,1,28,2,1,0.5437058399240956,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:17.719,1,29,1,0,0.5142482881556464,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:18.367,1,30,1,0,0.5143503052002218,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:18.966,1,31,1,0,0.4804455318768556,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:19.583,1,32,2,1,0.48183966539716505,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:20.166,1,33,2,1,0.45868834780539375,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:20.799,1,34,1,0,0.5007701170699901,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:21.448,1,35,1,0,0.5145048587397613,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:22.047,1,36,1,0,0.4758263866863023,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:22.697,1,37,1,0,0.5185958534085173,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:23.313,1,38,1,0,0.4958514573223718,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:23.980,1,39,2,1,0.5485379418161344,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:24.578,1,40,1,0,0.46720728445588877,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:25.194,1,41,1,0,0.49098178448647584,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:25.845,1,42,1,0,0.5221463632837273,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:26.477,1,43,1,0,0.5126274967728868,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:27.127,1,44,1,0,0.5150294856055146,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:27.726,1,45,2,1,0.4654389179826691,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:28.310,1,46,1,0,0.4569922184848892,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:28.909,1,47,1,0,0.4693479145757906,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:29.542,1,48,1,0,0.5080370196992046,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:30.207,1,49,1,0,0.5454506483237223,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:30.840,1,50,1,0,0.49956205061202097,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:31.472,1,51,1,0,0.5002401628176819,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:32.056,1,52,1,0,0.4653166978637798,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:32.705,1,53,1,0,0.5299269050358034,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:33.371,1,54,1,0,0.5347587782072298,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:34.038,1,55,1,0,0.5319135010520835,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:34.637,1,56,1,0,0.4674480697797501,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:35.220,1,57,1,0,0.4572264840773078,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:35.802,1,58,1,0,0.4516971634547531,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:36.435,1,59,2,1,0.511128468164062,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:37.102,1,60,2,1,0.5400140453844803,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:37.701,1,61,1,0,0.4745046626331603,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:38.317,1,62,1,0,0.4842886887370977,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:38.967,1,63,1,0,0.5216197503323037,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:39.600,1,64,1,0,0.5101151920527224,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:44:40.215,1,65,1,0,0.4966729972275014,0.1,500;1000;1500,550;1100;1650
