timestamp_iso,block,trial,marker,is_deviant,isi_s,tone_dur_s,std_partials_hz,dev_partials_hz
2025-10-03T06:42:01.159,1,53,1,0,0.5494160218153346,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:01.821,1,54,1,0,0.5340482145573637,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:02.403,1,55,1,0,0.45616410403897617,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:03.069,1,56,1,0,0.5380596770687994,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:03.736,1,57,1,0,0.5342959627565738,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:04.351,1,58,1,0,0.49326805617209135,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:04.968,1,59,1,0,0.4828162918644561,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:05.618,1,60,1,0,0.5238726000759345,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:06.200,1,61,1,0,0.45585556922606596,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:06.802,1,62,1,0,0.47062627697206094,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:07.449,1,63,1,0,0.5158411140762812,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:08.082,1,64,1,0,0.5027179817771741,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:08.732,1,65,2,1,0.5245371384928537,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:09.348,1,66,1,0,0.4817040844219787,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:09.947,1,67,1,0,0.4745619534517009,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:10.562,1,68,1,0,0.4822089370756185,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:11.197,1,69,1,0,0.5099607816293804,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:11.829,1,70,1,0,0.5034965627092853,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:12.444,1,71,1,0,0.48831728887940157,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:13.079,1,72,1,0,0.5105522297646774,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:13.661,1,73,1,0,0.45046828100182135,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:14.243,1,74,2,1,0.45799781456793426,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:14.893,1,75,1,0,0.5313497736811732,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:15.526,1,76,1,0,0.5104287652221008,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:16.158,1,77,1,0,0.4988501185645825,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:16.807,1,78,1,0,0.5207546304097079,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:17.390,1,79,1,0,0.45615710523834513,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:18.056,1,80,1,0,0.5443874349536859,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:18.707,1,81,1,0,0.527627658755166,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:19.322,1,82,1,0,0.49014540814585994,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:19.956,1,83,1,0,0.5101655804586972,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:20.624,1,84,1,0,0.5367656439662598,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:21.221,1,85,1,0,0.4713442341930429,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:21.886,1,86,1,0,0.5363089818872898,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:22.485,1,87,1,0,0.46696463420447887,0.1,500;1000;1500,550;1100;1650
2025-10-03T06:42:23.069,1,88,1,0,0.45177908747049933,0.1,500;1000;1500,550;1100;1650
