timestamp_iso,block,trial,marker,is_deviant,soa_s,tone_dur_s,std_partials_hz,dev_partials_hz
2025-09-12T14:50:44.216,1,1,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:44.730,1,2,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:45.244,1,3,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:45.758,1,4,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:46.265,1,5,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:46.778,1,6,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:47.292,1,7,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:47.800,1,8,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:48.314,1,9,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:48.828,1,10,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:49.341,1,11,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:49.858,1,12,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:50.375,1,13,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:50.887,1,14,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:51.404,1,15,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:51.915,1,16,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:52.424,1,17,2,1,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:52.934,1,18,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:53.444,1,19,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:53.956,1,20,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:54.469,1,21,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:54.978,1,22,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:55.490,1,23,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T14:50:55.997,1,24,1,0,0.5,0.075,500;1000;1500,550;1100;1650
