timestamp_iso,block,trial,marker,is_deviant,soa_s,tone_dur_s,std_partials_hz,dev_partials_hz
2025-09-12T15:42:46.967,1,1,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:47.484,1,2,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:48.005,1,3,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:48.520,1,4,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:49.044,1,5,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:49.560,1,6,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:50.079,1,7,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:50.593,1,8,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:51.114,1,9,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:51.626,1,10,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:52.141,1,11,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:52.654,1,12,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:53.168,1,13,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:53.690,1,14,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:54.212,1,15,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:54.733,1,16,2,1,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:55.254,1,17,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:55.775,1,18,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:56.298,1,19,1,0,0.5,0.075,500;1000;1500,550;1100;1650
2025-09-12T15:42:56.817,1,20,1,0,0.5,0.075,500;1000;1500,550;1100;1650
