timestamp_iso,global_trial,block,trial_in_block,stimulus,center_dir,congruent,correct_key,resp_key,correct,rt_ms,stim_time_s,isi_s
2025-10-10T08:44:49.747,155,4,5,<<<<<,<,1,lshift,lshift,1,384.72,0.2,1.212
2025-10-10T08:44:51.445,156,4,6,<<<<<,<,1,lshift,lshift,1,333.29,0.2,1.29
2025-10-10T08:44:52.993,157,4,7,<<<<<,<,1,lshift,lshift,1,315.1,0.2,1.226
2025-10-10T08:44:54.625,158,4,8,>>>>>,>,1,slash,slash,1,333.19,0.2,1.259
2025-10-10T08:44:56.207,159,4,9,>>>>>,>,1,slash,slash,1,299.61,0.2,1.298
2025-10-10T08:44:57.839,160,4,10,>>>>>,>,1,slash,lshift,0,332.46,0.2,1.318
2025-10-10T08:44:59.521,161,4,11,>><>>,<,0,lshift,slash,0,316.59,0.2,1.353
2025-10-10T08:45:01.271,162,4,12,<<><<,>,0,slash,slash,1,499.64,0.2,1.307
2025-10-10T08:45:02.868,163,4,13,<<><<,>,0,slash,slash,1,266.58,0.2,1.349
2025-10-10T08:45:04.666,164,4,14,>><>>,<,0,lshift,slash,0,382.89,0.2,1.246
2025-10-10T08:45:06.316,165,4,15,>>>>>,>,1,slash,slash,1,400.0,0.2,1.209
2025-10-10T08:45:08.047,166,4,16,<<><<,>,0,slash,lshift,0,416.08,0.2,1.31
2025-10-10T08:45:09.779,167,4,17,>>>>>,>,1,slash,slash,1,466.31,0.2,1.231
2025-10-10T08:45:11.660,168,4,18,<<><<,>,0,slash,slash,1,465.77,0.2,1.225
2025-10-10T08:45:13.277,169,4,19,>>>>>,>,1,slash,slash,1,350.47,0.2,1.396
2025-10-10T08:45:15.008,170,4,20,>>>>>,>,1,slash,slash,1,331.32,0.2,1.273
2025-10-10T08:45:16.673,171,4,21,<<<<<,<,1,lshift,lshift,1,332.37,0.2,1.314
2025-10-10T08:45:18.304,172,4,22,<<<<<,<,1,lshift,lshift,1,332.8,0.2,1.256
2025-10-10T08:45:20.138,173,4,23,>>>>>,>,1,slash,lshift,0,583.73,0.2,1.267
2025-10-10T08:45:21.801,174,4,24,>><>>,<,0,lshift,lshift,1,415.08,0.2,1.3
2025-10-10T08:45:23.468,175,4,25,<<><<,>,0,slash,lshift,0,367.76,0.2,1.239
2025-10-10T08:45:25.248,176,4,26,<<><<,>,0,slash,slash,1,431.82,0.2,1.312
2025-10-10T08:45:26.913,177,4,27,>><>>,<,0,lshift,lshift,1,415.49,0.2,1.375
2025-10-10T08:45:28.711,178,4,28,>><>>,<,0,lshift,lshift,1,397.8,0.2,1.367
2025-10-10T08:45:30.427,179,4,29,<<<<<,<,1,lshift,lshift,1,382.31,0.2,1.325
2025-10-10T08:45:32.077,180,4,30,<<<<<,<,1,lshift,lshift,1,368.08,0.2,1.353
2025-10-10T08:45:33.775,181,4,31,>>>>>,>,1,slash,slash,1,334.35,0.2,1.226
2025-10-10T08:45:35.507,182,4,32,<<<<<,<,1,lshift,lshift,1,499.93,0.2,1.348
2025-10-10T08:45:37.337,183,4,33,<<><<,>,0,slash,slash,1,549.19,0.2,1.245
2025-10-10T08:45:39.055,184,4,34,>><>>,<,0,lshift,slash,0,368.46,0.2,1.327
2025-10-10T08:45:40.751,185,4,35,<<><<,>,0,slash,slash,1,431.4,0.2,1.342
2025-10-10T08:45:42.517,186,4,36,>><>>,<,0,lshift,slash,0,432.49,0.2,1.289
2025-10-10T08:45:44.149,187,4,37,>>>>>,>,1,slash,slash,1,367.25,0.2,1.323
2025-10-10T08:45:45.831,188,4,38,>><>>,<,0,lshift,lshift,1,450.54,0.2,1.342
2025-10-10T08:45:47.614,189,4,39,<<<<<,<,1,lshift,lshift,1,451.05,0.2,1.393
2025-10-10T08:45:49.312,190,4,40,<<><<,>,0,slash,slash,1,434.58,0.2,1.326
2025-10-10T08:45:51.425,191,4,41,<<><<,>,0,slash,slash,1,748.51,0.2,1.268
2025-10-10T08:45:53.174,192,4,42,<<<<<,<,1,lshift,lshift,1,383.3,0.2,1.272
2025-10-10T08:45:54.774,193,4,43,>>>>>,>,1,slash,slash,1,300.44,0.2,1.34
2025-10-10T08:45:56.587,194,4,44,>>>>>,>,1,slash,slash,1,399.56,0.2,1.326
2025-10-10T08:45:58.352,195,4,45,>><>>,<,0,lshift,lshift,1,432.2,0.2,1.339
2025-10-10T08:46:00.067,196,4,46,<<><<,>,0,slash,slash,1,333.39,0.2,1.212
2025-10-10T08:46:01.766,197,4,47,<<<<<,<,1,lshift,lshift,1,416.18,0.2,1.213
2025-10-10T08:46:03.481,198,4,48,>><>>,<,0,lshift,slash,0,348.3,0.2,1.333
2025-10-10T08:46:05.264,199,4,49,>><>>,<,0,lshift,lshift,1,416.77,0.2,1.229
2025-10-10T08:46:07.028,200,4,50,<<<<<,<,1,lshift,lshift,1,416.56,0.2,1.339
2025-10-10T08:46:10.908,201,5,1,<<><<,>,0,slash,slash,1,531.27,0.2,1.384
2025-10-10T08:46:12.575,202,5,2,<<><<,>,0,slash,lshift,0,317.02,0.2,1.332
2025-10-10T08:46:14.272,203,5,3,<<<<<,<,1,lshift,lshift,1,448.16,0.2,1.274
2025-10-10T08:46:16.004,204,5,4,>><>>,<,0,lshift,lshift,1,450.08,0.2,1.297
2025-10-10T08:46:17.804,205,5,5,<<><<,>,0,slash,slash,1,435.08,0.2,1.344
2025-10-10T08:46:19.536,206,5,6,<<<<<,<,1,lshift,lshift,1,434.11,0.2,1.342
2025-10-10T08:46:21.083,207,5,7,<<<<<,<,1,lshift,lshift,1,300.58,0.2,1.239
2025-10-10T08:46:22.698,208,5,8,<<><<,>,0,slash,lshift,0,316.18,0.2,1.358
2025-10-10T08:46:24.598,209,5,9,>><>>,<,0,lshift,slash,0,482.91,0.2,1.326
2025-10-10T08:46:26.346,210,5,10,<<<<<,<,1,lshift,lshift,1,334.02,0.2,1.245
2025-10-10T08:46:28.043,211,5,11,<<<<<,<,1,lshift,lshift,1,299.45,0.2,1.399
2025-10-10T08:46:29.775,212,5,12,>>>>>,>,1,slash,slash,1,365.82,0.2,1.395
2025-10-10T08:46:31.424,213,5,13,<<><<,>,0,slash,slash,1,399.61,0.2,1.376
2025-10-10T08:46:33.157,214,5,14,<<<<<,<,1,lshift,lshift,1,383.26,0.2,1.336
2025-10-10T08:46:34.756,215,5,15,>>>>>,>,1,slash,slash,1,368.28,0.2,1.223
2025-10-10T08:46:36.487,216,5,16,>>>>>,>,1,slash,slash,1,399.86,0.2,1.378
2025-10-10T08:46:38.186,217,5,17,>><>>,<,0,lshift,lshift,1,399.13,0.2,1.393
2025-10-10T08:46:39.767,218,5,18,<<<<<,<,1,lshift,lshift,1,317.26,0.2,1.389
2025-10-10T08:46:41.566,219,5,19,<<><<,>,0,slash,slash,1,417.55,0.2,1.36
2025-10-10T08:46:43.264,220,5,20,>><>>,<,0,lshift,lshift,1,466.28,0.2,1.215
2025-10-10T08:46:45.111,221,5,21,>><>>,<,0,lshift,lshift,1,432.2,0.2,1.222
2025-10-10T08:46:46.761,222,5,22,>>>>>,>,1,slash,lshift,0,283.36,0.2,1.329
2025-10-10T08:46:48.675,223,5,23,<<><<,>,0,slash,lshift,0,582.37,0.2,1.324
2025-10-10T08:46:50.357,224,5,24,>><>>,<,0,lshift,slash,0,415.3,0.2,1.271
2025-10-10T08:46:52.240,225,5,25,>><>>,<,0,lshift,lshift,1,500.73,0.2,1.285
2025-10-10T08:46:53.956,226,5,26,>>>>>,>,1,slash,slash,1,335.14,0.2,1.393
2025-10-10T08:46:55.671,227,5,27,<<><<,>,0,slash,lshift,0,399.48,0.2,1.302
2025-10-10T08:46:57.303,228,5,28,>>>>>,>,1,slash,slash,1,383.69,0.2,1.239
